  250.0000     0.5113580    
  260.0000     0.6375851    
  270.0000     0.6835361    
  280.0000     0.8212721    
  290.0000     0.9125740    
  300.0000     0.8561063    
  310.0000     0.8607254    
  320.0000     0.9332795    
  330.0000     0.9397075    
  340.0000     0.9662693    
  350.0000     0.9653202    
  360.0000     0.9928754    
  370.0000     0.9864936    
  380.0000     0.9996161    
  390.0000     0.9928574    
  400.0000     0.9794042    
  410.0000     0.9334431    
  420.0000     0.7833949    
  430.0000     0.4237098    
  440.0000     0.1774123    
  450.0000     0.7769006E-01
